MajorOcc,Dis1,Men,raceX,Educ,_TYPE_,_FREQ_,n_Est,Sample
"Arts, Design, Entertainment, Sports, & Media Occupations",0,1,White only,High School,31,1157,119053,1157
"Arts, Design, Entertainment, Sports, & Media Occupations",0,1,White only,Some College,31,3466,355792,3466
"Arts, Design, Entertainment, Sports, & Media Occupations",0,1,White only,Bachelors Degree or more,31,6772,679360,6772
"Arts, Design, Entertainment, Sports, & Media Occupations",0,1,Black/African American only,Less than High School,31,25,3249,25
"Arts, Design, Entertainment, Sports, & Media Occupations",0,1,Black/African American only,High School,31,107,14796,107
"Arts, Design, Entertainment, Sports, & Media Occupations",0,1,Black/African American only,Some College,31,297,42981,297
"Arts, Design, Entertainment, Sports, & Media Occupations",0,1,Black/African American only,Bachelors Degree or more,31,310,41779,310
"Arts, Design, Entertainment, Sports, & Media Occupations",0,1,Asian only,Less than High School,31,5,669,5
"Arts, Design, Entertainment, Sports, & Media Occupations",0,1,Asian only,High School,31,48,4340,48
"Arts, Design, Entertainment, Sports, & Media Occupations",0,1,Asian only,Some College,31,129,14019,129
"Arts, Design, Entertainment, Sports, & Media Occupations",0,1,Asian only,Bachelors Degree or more,31,462,50980,462
"Arts, Design, Entertainment, Sports, & Media Occupations",0,1,Some other race(s),Less than High School,31,53,7558,53
"Arts, Design, Entertainment, Sports, & Media Occupations",0,1,Some other race(s),High School,31,96,10463,96
"Arts, Design, Entertainment, Sports, & Media Occupations",0,1,Some other race(s),Some College,31,276,31995,276
"Arts, Design, Entertainment, Sports, & Media Occupations",0,1,Some other race(s),Bachelors Degree or more,31,309,39009,309
"Arts, Design, Entertainment, Sports, & Media Occupations",1,0,White only,Less than High School,31,19,2065,19
"Arts, Design, Entertainment, Sports, & Media Occupations",1,0,White only,High School,31,86,8280,86
"Arts, Design, Entertainment, Sports, & Media Occupations",1,0,White only,Some College,31,167,15975,167
"Arts, Design, Entertainment, Sports, & Media Occupations",1,0,White only,Bachelors Degree or more,31,267,25128,267
"Arts, Design, Entertainment, Sports, & Media Occupations",1,0,Black/African American only,Less than High School,31,2,52,2
"Arts, Design, Entertainment, Sports, & Media Occupations",1,0,Black/African American only,High School,31,4,339,4
"Arts, Design, Entertainment, Sports, & Media Occupations",1,0,Black/African American only,Some College,31,12,1675,12
"Arts, Design, Entertainment, Sports, & Media Occupations",1,0,Black/African American only,Bachelors Degree or more,31,14,1384,14
"Arts, Design, Entertainment, Sports, & Media Occupations",1,0,Asian only,Less than High School,31,1,78,1
"Arts, Design, Entertainment, Sports, & Media Occupations",1,0,Asian only,High School,31,1,93,1
"Arts, Design, Entertainment, Sports, & Media Occupations",1,0,Asian only,Some College,31,3,267,3
"Arts, Design, Entertainment, Sports, & Media Occupations",1,0,Asian only,Bachelors Degree or more,31,8,752,8
"Arts, Design, Entertainment, Sports, & Media Occupations",1,0,Some other race(s),High School,31,4,360,4
"Arts, Design, Entertainment, Sports, & Media Occupations",1,0,Some other race(s),Some College,31,13,978,13
"Arts, Design, Entertainment, Sports, & Media Occupations",1,0,Some other race(s),Bachelors Degree or more,31,17,1662,17
"Arts, Design, Entertainment, Sports, & Media Occupations",1,1,White only,Less than High School,31,24,2039,24
"Arts, Design, Entertainment, Sports, & Media Occupations",1,1,White only,High School,31,111,9495,111
"Arts, Design, Entertainment, Sports, & Media Occupations",1,1,White only,Some College,31,239,23882,239
"Arts, Design, Entertainment, Sports, & Media Occupations",1,1,White only,Bachelors Degree or more,31,283,26208,283
"Arts, Design, Entertainment, Sports, & Media Occupations",1,1,Black/African American only,Less than High School,31,4,507,4
"Arts, Design, Entertainment, Sports, & Media Occupations",1,1,Black/African American only,High School,31,12,1191,12
"Arts, Design, Entertainment, Sports, & Media Occupations",1,1,Black/African American only,Some College,31,16,1629,16
"Arts, Design, Entertainment, Sports, & Media Occupations",1,1,Black/African American only,Bachelors Degree or more,31,4,571,4
"Arts, Design, Entertainment, Sports, & Media Occupations",1,1,Asian only,Less than High School,31,1,134,1
"Arts, Design, Entertainment, Sports, & Media Occupations",1,1,Asian only,High School,31,1,162,1
"Arts, Design, Entertainment, Sports, & Media Occupations",1,1,Asian only,Some College,31,6,529,6
"Arts, Design, Entertainment, Sports, & Media Occupations",1,1,Asian only,Bachelors Degree or more,31,8,759,8
"Arts, Design, Entertainment, Sports, & Media Occupations",1,1,Some other race(s),Less than High School,31,8,1036,8
"Arts, Design, Entertainment, Sports, & Media Occupations",1,1,Some other race(s),High School,31,5,476,5
"Arts, Design, Entertainment, Sports, & Media Occupations",1,1,Some other race(s),Some College,31,9,820,9
"Arts, Design, Entertainment, Sports, & Media Occupations",1,1,Some other race(s),Bachelors Degree or more,31,18,1795,18
Healthcare Practitioners & Technical Occupations,0,0,White only,Less than High School,31,228,25070,228
Healthcare Practitioners & Technical Occupations,0,0,White only,High School,31,2544,252389,2544
Healthcare Practitioners & Technical Occupations,0,0,White only,Some College,31,19708,1828754,19708
Healthcare Practitioners & Technical Occupations,0,0,White only,Bachelors Degree or more,31,24748,2357528,24748
Healthcare Practitioners & Technical Occupations,0,0,Black/African American only,Less than High School,31,66,7579,66
Healthcare Practitioners & Technical Occupations,0,0,Black/African American only,High School,31,516,68531,516
Healthcare Practitioners & Technical Occupations,0,0,Black/African American only,Some College,31,2353,305962,2353
Healthcare Practitioners & Technical Occupations,0,0,Black/African American only,Bachelors Degree or more,31,2180,274246,2180
Healthcare Practitioners & Technical Occupations,0,0,Asian only,Less than High School,31,38,3406,38
Healthcare Practitioners & Technical Occupations,0,0,Asian only,High School,31,105,10989,105
Healthcare Practitioners & Technical Occupations,0,0,Asian only,Some College,31,761,81830,761
Healthcare Practitioners & Technical Occupations,0,0,Asian only,Bachelors Degree or more,31,3724,387425,3724
Healthcare Practitioners & Technical Occupations,0,0,Some other race(s),Less than High School,31,49,4669,49
Healthcare Practitioners & Technical Occupations,0,0,Some other race(s),High School,31,181,19831,181
Healthcare Practitioners & Technical Occupations,0,0,Some other race(s),Some College,31,919,100881,919
Healthcare Practitioners & Technical Occupations,0,0,Some other race(s),Bachelors Degree or more,31,893,99689,893
Healthcare Practitioners & Technical Occupations,0,1,White only,Less than High School,31,54,6075,54
Healthcare Practitioners & Technical Occupations,0,1,White only,High School,31,564,57713,564
Healthcare Practitioners & Technical Occupations,0,1,White only,Some College,31,3431,344837,3431
Healthcare Practitioners & Technical Occupations,0,1,White only,Bachelors Degree or more,31,11265,1066174,11265
Healthcare Practitioners & Technical Occupations,0,1,Black/African American only,Less than High School,31,23,2735,23
Healthcare Practitioners & Technical Occupations,0,1,Black/African American only,High School,31,122,14967,122
Healthcare Practitioners & Technical Occupations,0,1,Black/African American only,Some College,31,431,56467,431
Healthcare Practitioners & Technical Occupations,0,1,Black/African American only,Bachelors Degree or more,31,639,79342,639
Healthcare Practitioners & Technical Occupations,0,1,Asian only,Less than High School,31,8,1014,8
Healthcare Practitioners & Technical Occupations,0,1,Asian only,High School,31,42,4913,42
Healthcare Practitioners & Technical Occupations,0,1,Asian only,Some College,31,348,38456,348
Healthcare Practitioners & Technical Occupations,0,1,Asian only,Bachelors Degree or more,31,2058,211709,2058
Healthcare Practitioners & Technical Occupations,0,1,Some other race(s),Less than High School,31,11,1252,11
Healthcare Practitioners & Technical Occupations,0,1,Some other race(s),High School,31,85,9278,85
Healthcare Practitioners & Technical Occupations,0,1,Some other race(s),Some College,31,254,27624,254
Healthcare Practitioners & Technical Occupations,0,1,Some other race(s),Bachelors Degree or more,31,446,48359,446
Healthcare Practitioners & Technical Occupations,1,0,White only,Less than High School,31,24,1960,24
Healthcare Practitioners & Technical Occupations,1,0,White only,High School,31,187,15974,187
Healthcare Practitioners & Technical Occupations,1,0,White only,Some College,31,1037,98066,1037
Healthcare Practitioners & Technical Occupations,1,0,White only,Bachelors Degree or more,31,826,78197,826
Healthcare Practitioners & Technical Occupations,1,0,Black/African American only,Less than High School,31,11,998,11
Healthcare Practitioners & Technical Occupations,1,0,Black/African American only,High School,31,62,7391,62
Healthcare Practitioners & Technical Occupations,1,0,Black/African American only,Some College,31,158,16661,158
Healthcare Practitioners & Technical Occupations,1,0,Black/African American only,Bachelors Degree or more,31,79,8163,79
Healthcare Practitioners & Technical Occupations,1,0,Asian only,Less than High School,31,5,491,5
Healthcare Practitioners & Technical Occupations,1,0,Asian only,High School,31,5,325,5
Healthcare Practitioners & Technical Occupations,1,0,Asian only,Some College,31,31,2538,31
Healthcare Practitioners & Technical Occupations,1,0,Asian only,Bachelors Degree or more,31,76,6647,76
Healthcare Practitioners & Technical Occupations,1,0,Some other race(s),Less than High School,31,5,174,5
Healthcare Practitioners & Technical Occupations,1,0,Some other race(s),High School,31,10,819,10
Healthcare Practitioners & Technical Occupations,1,0,Some other race(s),Some College,31,51,5078,51
Healthcare Practitioners & Technical Occupations,1,0,Some other race(s),Bachelors Degree or more,31,36,2749,36
Healthcare Practitioners & Technical Occupations,1,1,White only,Less than High School,31,10,1695,10
Healthcare Practitioners & Technical Occupations,1,1,White only,High School,31,33,3028,33
Healthcare Practitioners & Technical Occupations,1,1,White only,Some College,31,234,23124,234
Healthcare Practitioners & Technical Occupations,1,1,White only,Bachelors Degree or more,31,512,45168,512
Healthcare Practitioners & Technical Occupations,1,1,Black/African American only,Less than High School,31,6,556,6
Healthcare Practitioners & Technical Occupations,1,1,Black/African American only,High School,31,10,1253,10
Healthcare Practitioners & Technical Occupations,1,1,Black/African American only,Some College,31,17,2245,17
Healthcare Practitioners & Technical Occupations,1,1,Black/African American only,Bachelors Degree or more,31,23,3228,23
Healthcare Practitioners & Technical Occupations,1,1,Asian only,Some College,31,13,1276,13
Healthcare Practitioners & Technical Occupations,1,1,Asian only,Bachelors Degree or more,31,42,3514,42
Healthcare Practitioners & Technical Occupations,1,1,Some other race(s),Less than High School,31,2,102,2
Healthcare Practitioners & Technical Occupations,1,1,Some other race(s),High School,31,5,294,5
Healthcare Practitioners & Technical Occupations,1,1,Some other race(s),Some College,31,17,1687,17
Healthcare Practitioners & Technical Occupations,1,1,Some other race(s),Bachelors Degree or more,31,27,2840,27
